#sample,chr,startpos,endpos,BAF,pval,LogR,ntot,nMaj1_A,nMin1_A,frac1_A,nMaj2_A,nMin2_A,frac2_A,SDfrac_A,SDfrac_A_BS,frac1_A_0.025,frac1_A_0.975,frac1_A_corrected_for_purity,frac2_A_corrected_for_purity,,
A22-f,X,130898031,131246558,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,131246693,131500751,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,131500984,131771641,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,131771810,131772449,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,131772495,132351530,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,132351686,132352598,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,132352622,132548210,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,132548434,132550040,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,132550549,132620118,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,132620291,132620353,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,132620357,133498523,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,133498572,134167578,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,134167874,134554336,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,134554388,134560784,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,134560811,134566390,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,134566542,134573096,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,134573347,134654622,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,134654723,134655968,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,134656347,134845483,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,134845521,134847809,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,134847880,134948588,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,134971335,134972411,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,134972555,136188767,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,136188839,136397155,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,136397271,136397419,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,136397884,136624298,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,136624613,136657590,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,136657614,137348663,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,137348843,137350430,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,137350759,137687049,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,137687132,137687277,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,137687315,138945873,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,138945989,139179443,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,139179979,139582617,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,139582731,139589251,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,139589344,139916761,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,139917037,139917308,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,139917345,140036628,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,140036724,140037653,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,140037798,140265380,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,140265454,140302227,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,140302396,140962723,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,140962916,140993457,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,140993468,142315568,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,142315777,142316846,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,142316994,143313585,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,143313624,143314884,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,143314996,143414020,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,143414091,143419540,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,143419614,144020979,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,144021054,144022408,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,144022531,144953985,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,144954285,144954914,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,144954921,145126680,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,145126832,145128096,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,145128393,145207213,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,145207328,145727038,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,145727131,145727288,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,145727511,145947780,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,145947784,145948957,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,145949281,146976599,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,146976801,146979250,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,146979322,148062498,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,148062902,148063224,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,148063371,148545792,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,148545901,148620925,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,148621047,148628582,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,148629830,148838435,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,148838814,148841213,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,148841437,148891467,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,148891861,149100758,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,149101891,149114046,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,149115393,149313307,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,149313427,149531306,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,149531951,149535017,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,149535077,150066336,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,150066348,150067784,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,150067805,150136964,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,150137106,150153476,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,150153569,150350300,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,150350326,150549911,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,150550004,150601906,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,150601920,150683876,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,150683930,150685793,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,150685843,150718842,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,150719092,150720214,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,150720280,150723554,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,150723835,150723996,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,150724019,150842506,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,150842583,150869020,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,150869127,150869455,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,150869484,150897643,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,150897718,150898290,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,150898319,150994230,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,150994379,151080563,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,151080664,151090554,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,151090745,151147504,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,151147781,151279508,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,151279607,151308248,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,151308287,151796652,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,151796791,152065956,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,152066325,152067672,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,152067721,152196331,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,152196409,152201545,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,152201581,152223736,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,152223897,152228361,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,152228447,152374337,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,152382242,152481928,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,152482017,152576769,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,152576961,152587025,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,152587423,152597277,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,152597388,152653175,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,152653295,152666724,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,152666792,152720676,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,152720762,152826539,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,152826592,152950913,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,152951092,152975266,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,152975270,152988844,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,152988898,152995596,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,152995908,153032365,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,153032426,153050381,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,153050488,153125196,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,153125262,153153244,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,153153252,153170317,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,153170337,153176600,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,153176916,153563751,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,153563794,153664997,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,153665539,153666065,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,153666125,153685796,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,153686095,153720952,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,153721325,153880569,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,153880583,153882853,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-f,X,153882879,154034897,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.808,NA,,
A22-g,1,54676,8505058,0.841836415,3.95E-12,-0.48483761,1.921839135,1,0,0.180376401,2,0,0.819623599,0.024295191,0.024115945,0.135340021,0.230739965,0.126984986,0.577015014,,
A22-g,1,8510577,9658707,0.531915858,1.59E-09,-2.259262221,0.018763231,0,0,0.942594654,1,0,0.057405346,0.010055569,0.00958196,0.924903679,0.961109893,0.663586636,0.040413364,,
A22-g,1,9658809,12847291,0.845510169,1,-0.461429334,1.967047918,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,1,12851566,12899057,0.500983521,1,-0.102783805,2.759798519,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,1,12911429,28553388,0.848636477,1,-0.463241373,1.963522043,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,1,28578385,35657285,0.63040846,1,-0.019946148,2.972656898,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,1,35657874,36517039,0.542769313,1.03E-10,-0.013087661,2.990834335,1,1,0.734167286,2,1,0.265832714,0.044058616,0.046016537,0.638558565,0.816777745,0.516853769,0.187146231,,
A22-g,1,36518726,52576555,0.630462669,1,-0.012473576,2.992466098,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,1,52601675,58983944,0.847080807,1,-0.444854659,1.999505343,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,1,58984021,64094780,0.767480609,1,-1.062900689,1.009419336,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,1,64105056,65152364,0.507788568,1,-0.448366094,1.992597895,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,1,65152941,65294703,0.776910632,1,-1.047669328,1.042630279,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,1,65299088,92386880,0.501909986,1,-0.40562236,2.077834521,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,1,92387348,112468814,0.630364196,1,0.031821652,3.11201956,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,1,112470215,113714823,0.834105877,0.000134843,-0.433209031,2.022534515,2,0,0.939457887,2,1,0.060542113,0.016125165,0.016401844,0.902880088,0.96849532,0.661378352,0.042621648,,
A22-g,1,113715350,114141635,0.53926537,2.46E-24,0.260372845,3.790743514,2,1,0.352553135,2,2,0.647446865,0.029338161,0.027563305,0.295849878,0.405205859,0.248197407,0.455802593,,
A22-g,1,114141775,117867489,0.841989258,1,-0.425561435,2.037759033,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,1,117868790,118024957,0.650564952,0.006462425,0.003937757,3.036333044,2,1,0.775471349,3,1,0.224528651,0.085330496,0.084904061,0.599330594,0.934584953,0.54593183,0.15806817,,
A22-g,1,118026778,118363223,0.843315268,1,-0.445312216,1.998604316,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,1,118429694,146944984,0.619902941,1.85E-07,0.149373755,3.447679217,2,1,0.936534021,2,2,0.063465979,0.012330716,0.012101803,0.912949191,0.960292599,0.659319951,0.044680049,,
A22-g,1,146961650,149024552,0.696039324,0.006401831,0.318986845,3.982835629,2,1,0.16710612,3,1,0.83289388,0.058891172,0.058372112,0.050935217,0.279443428,0.117642708,0.586357292,,
A22-g,1,149272860,205570406,0.567218798,0,0.566033025,4.883977929,2,2,0.247962018,3,2,0.752037982,0.004652658,0.00483301,0.23802253,0.257232947,0.174565261,0.529434739,,
A22-g,1,205570770,205631767,0.860098078,1,-0.461003927,2.005739652,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,1,205636334,207075171,0.516959717,7.14E-05,0.197086828,3.591917545,2,1,0.158847113,2,2,0.841152887,0.038159282,0.037519813,0.083804352,0.233914567,0.111828368,0.592171632,,
A22-g,1,207079615,249201268,0.847010167,1,-0.430357784,2.028201226,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,2,23368,210207569,0.501569958,1,-0.413888732,2.061152725,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,2,210207813,210262300,0.773023075,1,-0.986907837,1.109551131,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,2,210262554,210386295,0.505087389,1,-0.416114581,2.056677203,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,2,210387732,210758852,0.761036037,0.198665961,-1.024426471,1.05945557,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,2,210829124,243061593,0.500812765,1,-0.431440494,2.026048075,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,3,61466,5913291,0.622360549,1,0.046120694,3.151403232,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,3,5914259,6003582,0.755424984,1,0.702051945,5.450089395,4,1,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,3,6003805,25980417,0.623987856,1,0.018113574,3.074628294,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,3,25980485,26364058,0.528838008,5.67E-05,0.059847568,3.189579992,2,1,0.264034097,2,2,0.735965903,0.061371035,0.061017121,0.141315468,0.375090709,0.185880004,0.518119996,,
A22-g,3,26364202,197872160,0.625332781,1,0.030173793,3.107505916,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,4,97884,25659608,0.626699935,1,-0.012880319,2.991385213,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,4,25669138,25987977,0.751506164,0.000463487,-1.072699691,0.996887382,0,0,0.147876099,1,0,0.852123901,0.038429348,0.037948149,0.072326288,0.219570877,0.104104774,0.599895226,,
A22-g,4,25990186,26090375,0.505524546,1,-0.505393144,1.882740299,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,4,26090862,26240856,0.776177273,1,-1.077192914,1.011841745,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,4,26253847,191042514,0.502802043,1,-0.390327838,2.108952507,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,5,12041,65665913,0.502403871,1,0.376611646,4.179448658,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,5,65686059,175052459,0.629043928,1,0.029911915,3.106789081,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,5,175055515,180701594,0.503522252,1,0.316119487,3.973255946,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,6,192157,2568119,0.768309193,1,-1.063546354,1.008590972,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,6,2583443,5483064,0.85155791,1,-0.45158856,1.997409943,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,6,6454771,14044568,0.554519313,4.73E-222,0.104076265,3.315087624,2,1,0.476048413,2,2,0.523951587,0.012259983,0.012192864,0.451317221,0.498248266,0.335138083,0.368861917,,
A22-g,6,14044928,18347412,0.589940637,6.01E-155,-0.125939363,2.702451663,1,1,0.376666095,2,1,0.623333905,0.012000175,0.012728409,0.350774458,0.400333683,0.265172931,0.438827069,,
A22-g,6,18349234,21479514,0.520864926,2.89E-56,0.238560334,3.721227846,2,1,0.193958654,2,2,0.806041346,0.01151513,0.011431755,0.17185051,0.216778926,0.136546892,0.567453108,,
A22-g,6,21482225,24862135,0.843906366,1,-0.443977697,2.001233066,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,6,24864254,28113373,0.526166185,2.28E-56,0.215094867,3.647608511,2,1,0.240788029,2,2,0.759211971,0.014031963,0.014034215,0.212421525,0.267359999,0.169514772,0.534485228,,
A22-g,6,28113730,29911190,0.58493374,4.99E-159,-0.094315278,2.781002535,1,1,0.418467031,2,1,0.581532969,0.012948976,0.012634716,0.394139781,0.443723042,0.29460079,0.40939921,,
A22-g,6,29912517,32502037,0.540781526,1.08E-172,0.214466827,3.645654535,2,1,0.365139689,2,2,0.634860311,0.011489801,0.01122734,0.343004116,0.386571158,0.257058341,0.446941659,,
A22-g,6,32504085,32655213,0.709925246,1,0.346071182,4.074268375,3,1,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,6,32657020,37903273,0.537398084,1.37E-212,0.21182453,3.637443066,2,1,0.336954033,2,2,0.663045967,0.009525847,0.009473305,0.317971433,0.354323348,0.237215639,0.466784361,,
A22-g,6,37903660,41043148,0.831118506,4.00E-30,-0.632003767,1.653816894,1,0,0.349288684,2,0,0.650711316,0.026487857,0.026220284,0.296775668,0.399979883,0.245899234,0.458100766,,
A22-g,6,41070216,46004698,0.535298619,6.10E-109,0.223924992,3.675171263,2,1,0.319285364,2,2,0.680714636,0.01272602,0.012503174,0.293872495,0.342481118,0.224776896,0.479223104,,
A22-g,6,46007845,49125037,0.609146844,2.14E-59,0.744018671,5.635806409,3,2,0.647880795,4,2,0.352119205,0.022179746,0.022136298,0.605544432,0.690802748,0.45610808,0.24789192,,
A22-g,6,49125846,51865858,0.558945304,1.18E-70,0.562682549,4.870695692,2,2,0.352895851,3,2,0.647104149,0.017935327,0.01894676,0.313807853,0.389376663,0.248438679,0.455561321,,
A22-g,6,51873614,55086339,0.619192253,3.03E-10,0.020658831,3.081544111,2,1,0.932051554,2,2,0.067948446,0.010944168,0.011023413,0.91043052,0.95321458,0.656164294,0.047835706,,
A22-g,6,55086407,55259617,0.502128817,1,0.370768311,4.159151793,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.704,NA,,
A22-g,6,55259883,85913066,0.643846237,1.27E-109,0.016839833,3.07117194,2,1,0.852183416,3,1,0.147816584,0.006849373,0.006803976,0.837429019,0.865107474,0.599937125,0.104062875,,
A22-g,6,85913289,98870399,0.679608638,3.27E-177,-0.066944791,2.850391907,2,0,0.279633935,2,1,0.720366065,0.004843439,0.004753849,0.271202546,0.289618377,0.19686229,0.50713771,,
A22-g,6,98880543,99919228,0.559376065,1.98E-35,-0.560252817,1.78107806,1,0,0.301660925,1,1,0.698339075,0.019584352,0.018965518,0.265757176,0.339872275,0.212369291,0.491630709,,
A22-g,6,99920126,104693827,0.677068613,2.65E-64,-0.069417952,2.844067735,2,0,0.266270017,2,1,0.733729983,0.008894877,0.008862185,0.248896421,0.283341524,0.187454092,0.516545908,,
A22-g,6,104694332,105354446,0.522221906,1.78E-11,0.249268269,3.755222311,2,1,0.206036254,2,2,0.793963746,0.028593877,0.029480465,0.146669758,0.26245338,0.145049523,0.558950477,,
A22-g,6,105354743,120926954,0.681615036,2.62E-190,-0.080085105,2.816914409,2,0,0.290119856,2,1,0.709880144,0.00429002,0.004207378,0.281591894,0.29809726,0.204244379,0.499755621,,
