method	pattern	instance	sample	character	width
pyclone	M	907	0	4	0.0
pyclone	M	907	0	5	0.059399
pyclone	M	907	0	6	0.0
pyclone	M	907	0	7	0.0
pyclone	M	907	0	8	0.0
pyclone	M	907	0	9	0.0
pyclone	M	907	0	10	0.186632
pyclone	M	907	1	0	0.0
pyclone	M	907	1	1	0.0
pyclone	M	907	1	2	0.0
pyclone	M	907	1	3	0.082119
pyclone	M	907	1	4	0.0
pyclone	M	907	1	5	0.060062
pyclone	M	907	1	6	0.0
pyclone	M	907	1	7	0.0
pyclone	M	907	1	8	0.0
pyclone	M	907	1	9	0.0
pyclone	M	907	1	10	0.165513
pyclone	M	907	2	0	0.0
pyclone	M	907	2	1	0.111164
pyclone	M	907	2	2	0.0
pyclone	M	907	2	3	0.0
pyclone	M	907	2	4	0.0
pyclone	M	907	2	5	0.0
pyclone	M	907	2	6	0.0
pyclone	M	907	2	7	0.0539409
pyclone	M	907	2	8	0.152786
pyclone	M	907	2	9	0.139642
pyclone	M	907	2	10	0.055516
pyclone	M	907	3	0	0.255536
pyclone	M	907	3	1	0.270105
pyclone	M	907	3	2	0.056689
pyclone	M	907	3	3	0.0
pyclone	M	907	3	4	0.0
pyclone	M	907	3	5	0.0
pyclone	M	907	3	6	0.0
pyclone	M	907	3	7	0.0
pyclone	M	907	3	8	0.0
pyclone	M	907	3	9	0.0
pyclone	M	907	3	10	0.024348
pyclone	M	907	4	0	0.0
pyclone	M	907	4	1	0.073621
pyclone	M	907	4	2	0.0
pyclone	M	907	4	3	0.0
pyclone	M	907	4	4	0.039448
pyclone	M	907	4	5	0.0
pyclone	M	907	4	6	0.0
pyclone	M	907	4	7	0.0
pyclone	M	907	4	8	0.0
pyclone	M	907	4	9	0.0
pyclone	M	907	4	10	0.105592
pyclone	M	907	5	0	0.0
pyclone	M	907	5	1	0.059198
pyclone	M	907	5	2	0.0
pyclone	M	907	5	3	0.0
pyclone	M	907	5	4	0.0
pyclone	M	907	5	5	0.0
pyclone	M	907	5	6	0.0
pyclone	M	907	5	7	0.100194
pyclone	M	907	5	8	0.0
pyclone	M	907	5	9	0.129986
pyclone	M	907	5	10	0.077112
pyclone	M	907	6	0	0.0
pyclone	M	907	6	1	0.1218831
pyclone	M	907	6	2	0.0
pyclone	M	907	6	3	0.0
pyclone	M	907	6	4	0.0
pyclone	M	907	6	5	0.075796
pyclone	M	907	6	6	0.097224
pyclone	M	907	6	7	0.0559709
pyclone	M	907	6	8	0.0
pyclone	M	907	6	9	0.178275
pyclone	M	907	6	10	0.130321
pyclone	mS	0	0	0	0.211743
pyclone	mS	0	0	1	0.0
pyclone	mS	0	0	2	0.0
pyclone	mS	0	0	3	0.0
pyclone	mS	0	0	4	0.097134
pyclone	mS	0	0	5	0.0
pyclone	mS	0	0	6	0.055639
pyclone	mS	0	0	7	0.0
pyclone	mS	0	0	8	0.190257
pyclone	mS	0	0	9	0.0
pyclone	mS	0	1	0	0.166167
pyclone	mS	0	1	1	0.0
pyclone	mS	0	1	2	0.0
pyclone	mS	0	1	3	0.0
pyclone	mS	0	1	4	0.044957
pyclone	mS	0	1	5	0.0
pyclone	mS	0	1	6	0.012455
pyclone	mS	0	1	7	0.0
pyclone	mS	0	1	8	0.093505
pyclone	mS	0	1	9	0.195286
pyclone	mS	0	2	0	0.0
pyclone	mS	0	2	1	0.0
pyclone	mS	0	2	2	0.0347941
pyclone	mS	0	2	3	0.0
pyclone	mS	0	2	4	0.0
pyclone	mS	0	2	5	0.0
pyclone	mS	0	2	6	0.0
pyclone	mS	0	2	7	0.147265
pyclone	mS	0	2	8	0.194134
pyclone	mS	0	2	9	0.0
pyclone	mS	0	3	0	0.0
pyclone	mS	0	3	1	0.093115
pyclone	mS	0	3	2	0.0379611
pyclone	mS	0	3	3	0.0
pyclone	mS	0	3	4	0.0
pyclone	mS	0	3	5	0.0
pyclone	mS	0	3	6	0.134018
pyclone	mS	0	3	7	0.0
pyclone	mS	0	3	8	0.272173
pyclone	mS	0	3	9	0.0
pyclone	mS	0	4	0	0.0
pyclone	mS	0	4	1	0.0
pyclone	mS	0	4	2	0.0
pyclone	mS	0	4	3	0.158543
pyclone	mS	0	4	4	0.08193
pyclone	mS	0	4	5	0.0
pyclone	mS	0	4	6	0.132112
pyclone	mS	0	4	7	0.0
pyclone	mS	0	4	8	0.104627
pyclone	mS	0	4	9	0.0
pyclone	mS	0	5	0	0.180867
pyclone	mS	0	5	1	0.0
pyclone	mS	0	5	2	0.0333258
pyclone	mS	0	5	3	0.0
pyclone	mS	0	5	4	0.033314
pyclone	mS	0	5	5	0.04145
pyclone	mS	0	5	6	0.128969
pyclone	mS	0	5	7	0.0
pyclone	mS	0	5	8	0.152526
pyclone	mS	0	5	9	0.0
pyclone	mS	10	0	0	0.0
pyclone	mS	10	0	1	0.0629681
pyclone	mS	10	0	2	0.0
pyclone	mS	10	0	3	0.26855
pyclone	mS	10	0	4	0.0
pyclone	mS	10	0	5	0.0
pyclone	mS	10	0	6	0.029105
pyclone	mS	10	0	7	0.0
pyclone	mS	10	0	8	0.0
pyclone	mS	10	1	0	0.0
pyclone	mS	10	1	1	0.0
pyclone	mS	10	1	2	0.0
pyclone	mS	10	1	3	0.276254
pyclone	mS	10	1	4	0.0
pyclone	mS	10	1	5	0.259507
pyclone	mS	10	1	6	0.042098
pyclone	mS	10	1	7	0.0
pyclone	mS	10	1	8	0.0
pyclone	mS	10	2	0	0.047675
pyclone	mS	10	2	1	0.0
pyclone	mS	10	2	2	0.0
pyclone	mS	10	2	3	0.0
pyclone	mS	10	2	4	0.0
pyclone	mS	10	2	5	0.0
pyclone	mS	10	2	6	0.141429
pyclone	mS	10	2	7	0.254489
pyclone	mS	10	2	8	0.287464
pyclone	mS	10	3	0	0.0
pyclone	mS	10	3	1	0.103982
pyclone	mS	10	3	2	0.0
pyclone	mS	10	3	3	0.0
pyclone	mS	10	3	4	0.061028
pyclone	mS	10	3	5	0.0
pyclone	mS	10	3	6	0.177659
pyclone	mS	10	3	7	0.148552
pyclone	mS	10	3	8	0.0
pyclone	mS	10	4	0	0.0
pyclone	mS	10	4	1	0.0
pyclone	mS	10	4	2	0.119968
pyclone	mS	10	4	3	0.0
pyclone	mS	10	4	4	0.090726
pyclone	mS	10	4	5	0.0
pyclone	mS	10	4	6	0.174601
pyclone	mS	10	4	7	0.13543
pyclone	mS	10	4	8	0.0
pyclone	mS	10	5	0	0.0688
pyclone	mS	10	5	1	0.0
pyclone	mS	10	5	2	0.0
pyclone	mS	10	5	3	0.0
pyclone	mS	10	5	4	0.0
pyclone	mS	10	5	5	0.0
pyclone	mS	10	5	6	0.068393
pyclone	mS	10	5	7	0.0
pyclone	mS	10	5	8	0.0
pyclone	mS	12	0	0	0.0
pyclone	mS	12	0	1	0.0
pyclone	mS	12	0	2	0.092557
pyclone	mS	12	0	3	0.0
pyclone	mS	12	0	4	0.164262
pyclone	mS	12	0	5	0.127028
pyclone	mS	12	0	6	0.0
pyclone	mS	12	1	0	0.0
pyclone	mS	12	1	1	0.0
pyclone	mS	12	1	2	0.0609319
pyclone	mS	12	1	3	0.0
pyclone	mS	12	1	4	0.161173
pyclone	mS	12	1	5	0.146307
pyclone	mS	12	1	6	0.0
pyclone	mS	12	2	0	0.0
pyclone	mS	12	2	1	0.15638
pyclone	mS	12	2	2	0.0
pyclone	mS	12	2	3	0.0
pyclone	mS	12	2	4	0.0
pyclone	mS	12	2	5	0.089355
pyclone	mS	12	2	6	0.0
pyclone	mS	12	3	0	0.0
pyclone	mS	12	3	1	0.0
pyclone	mS	12	3	2	0.0
pyclone	mS	12	3	3	0.0
pyclone	mS	12	3	4	0.073665
pyclone	mS	12	3	5	0.11826
pyclone	mS	12	3	6	0.126219
pyclone	mS	12	4	0	0.066721
pyclone	mS	12	4	1	0.0
pyclone	mS	12	4	2	0.0395018
pyclone	mS	12	4	3	0.0
pyclone	mS	12	4	4	0.118133
pyclone	mS	12	4	5	0.122696
pyclone	mS	12	4	6	0.0
pyclone	mS	12	5	0	0.0
pyclone	mS	12	5	1	0.0
pyclone	mS	12	5	2	0.0
pyclone	mS	12	5	3	0.154505
pyclone	mS	12	5	4	0.112448
pyclone	mS	12	5	5	0.134657
pyclone	mS	12	5	6	0.0
pyclone	mS	2	0	0	0.0
pyclone	mS	2	0	1	0.0
pyclone	mS	2	0	2	0.089433
pyclone	mS	2	0	3	0.035478
pyclone	mS	2	0	4	0.0
pyclone	mS	2	1	0	0.0
pyclone	mS	2	1	1	0.0
pyclone	mS	2	1	2	0.114074
pyclone	mS	2	1	3	0.073639
pyclone	mS	2	1	4	0.0
pyclone	mS	2	2	0	0.0
pyclone	mS	2	2	1	0.0
pyclone	mS	2	2	2	0.085122
pyclone	mS	2	2	3	0.0
pyclone	mS	2	2	4	0.0
pyclone	mS	2	3	0	0.144881
pyclone	mS	2	3	1	0.0
pyclone	mS	2	3	2	0.069576
pyclone	mS	2	3	3	0.16716
pyclone	mS	2	3	4	0.0
pyclone	mS	2	4	0	0.0
pyclone	mS	2	4	1	0.0
pyclone	mS	2	4	2	0.051631
pyclone	mS	2	4	3	0.147996
pyclone	mS	2	4	4	0.130546
pyclone	mS	2	5	0	0.0
pyclone	mS	2	5	1	0.132658
pyclone	mS	2	5	2	0.073187
pyclone	mS	2	5	3	0.203107
pyclone	mS	2	5	4	0.0
pyclone	mS	3	0	0	0.034203
pyclone	mS	3	0	1	0.0
pyclone	mS	3	0	2	0.0
pyclone	mS	3	0	3	0.0
pyclone	mS	3	0	4	0.119152
pyclone	mS	3	0	5	0.0
pyclone	mS	3	0	6	0.154954
pyclone	mS	3	0	7	0.0
pyclone	mS	3	0	8	0.260179
pyclone	mS	3	0	9	0.0
pyclone	mS	3	1	0	0.097506
pyclone	mS	3	1	1	0.0
pyclone	mS	3	1	2	0.0
pyclone	mS	3	1	3	0.0
pyclone	mS	3	1	4	0.103998
pyclone	mS	3	1	5	0.0
pyclone	mS	3	1	6	0.112464
pyclone	mS	3	1	7	0.0
pyclone	mS	3	1	8	0.219108
pyclone	mS	3	1	9	0.0
pyclone	mS	3	2	0	0.269566
pyclone	mS	3	2	1	0.0
pyclone	mS	3	2	2	0.0
pyclone	mS	3	2	3	0.122984
pyclone	mS	3	2	4	0.0
pyclone	mS	3	2	5	0.0
pyclone	mS	3	2	6	0.0
pyclone	mS	3	2	7	0.0
pyclone	mS	3	2	8	0.0
pyclone	mS	3	2	9	0.0
pyclone	mS	3	3	0	0.137182
pyclone	mS	3	3	1	0.0
pyclone	mS	3	3	2	0.0
pyclone	mS	3	3	3	0.0
pyclone	mS	3	3	4	0.0
pyclone	mS	3	3	5	0.0
pyclone	mS	3	3	6	0.0
pyclone	mS	3	3	7	0.0
pyclone	mS	3	3	8	0.0
pyclone	mS	3	3	9	0.111957
pyclone	mS	3	4	0	0.254474
pyclone	mS	3	4	1	0.083033
pyclone	mS	3	4	2	0.0
pyclone	mS	3	4	3	0.0
pyclone	mS	3	4	4	0.0
pyclone	mS	3	4	5	0.0210225
pyclone	mS	3	4	6	0.0
pyclone	mS	3	4	7	0.0
pyclone	mS	3	4	8	0.0
pyclone	mS	3	4	9	0.0
pyclone	mS	3	5	0	0.202054
pyclone	mS	3	5	1	0.0
pyclone	mS	3	5	2	0.0
pyclone	mS	3	5	3	0.0
pyclone	mS	3	5	4	0.0
pyclone	mS	3	5	5	0.0353051
pyclone	mS	3	5	6	0.011757
pyclone	mS	3	5	7	0.097876
pyclone	mS	3	5	8	0.0
pyclone	mS	3	5	9	0.0
pyclone	mS	3	6	0	0.020652
pyclone	mS	3	6	1	0.0
pyclone	mS	3	6	2	0.125456
pyclone	mS	3	6	3	0.0
pyclone	mS	3	6	4	0.0
pyclone	mS	3	6	5	0.0368365
pyclone	mS	3	6	6	0.006906
pyclone	mS	3	6	7	0.0
pyclone	mS	3	6	8	0.209647
pyclone	mS	3	6	9	0.0
pyclone	mS	4	0	0	0.0689786
pyclone	mS	4	0	1	0.0
pyclone	mS	4	0	2	0.0
pyclone	mS	4	0	3	0.0
pyclone	mS	4	0	4	0.075431
pyclone	mS	4	0	5	0.0
pyclone	mS	4	0	6	0.0
pyclone	mS	4	0	7	0.217035
pyclone	mS	4	0	8	0.155063
pyclone	mS	4	1	0	0.0
pyclone	mS	4	1	1	0.0
pyclone	mS	4	1	2	0.10165
pyclone	mS	4	1	3	0.0
pyclone	mS	4	1	4	0.042361
pyclone	mS	4	1	5	0.0
pyclone	mS	4	1	6	0.0
pyclone	mS	4	1	7	0.208471
pyclone	mS	4	1	8	0.209903
pyclone	mS	4	2	0	0.0
pyclone	mS	4	2	1	0.0
pyclone	mS	4	2	2	0.0
pyclone	mS	4	2	3	0.070912
pyclone	mS	4	2	4	0.0
pyclone	mS	4	2	5	0.0
pyclone	mS	4	2	6	0.0
pyclone	mS	4	2	7	0.23115
pyclone	mS	4	2	8	0.123495
pyclone	mS	4	3	0	0.0
pyclone	mS	4	3	1	0.136121
pyclone	mS	4	3	2	0.0
pyclone	mS	4	3	3	0.102866
pyclone	mS	4	3	4	0.0
pyclone	mS	4	3	5	0.0
pyclone	mS	4	3	6	0.0
pyclone	mS	4	3	7	0.229335
pyclone	mS	4	3	8	0.142092
pyclone	mS	4	4	0	0.114403
pyclone	mS	4	4	1	0.0
pyclone	mS	4	4	2	0.0
pyclone	mS	4	4	3	0.0
pyclone	mS	4	4	4	0.0
pyclone	mS	4	4	5	0.056388
pyclone	mS	4	4	6	0.0
pyclone	mS	4	4	7	0.029492
pyclone	mS	4	4	8	0.271544
pyclone	mS	4	5	0	0.0
pyclone	mS	4	5	1	0.0
pyclone	mS	4	5	2	0.0
pyclone	mS	4	5	3	0.0
pyclone	mS	4	5	4	0.038051
pyclone	mS	4	5	5	0.0
pyclone	mS	4	5	6	0.159161
pyclone	mS	4	5	7	0.223628
pyclone	mS	4	5	8	0.260047
pyclone	mS	5	0	0	0.0
pyclone	mS	5	0	1	0.0
pyclone	mS	5	0	2	0.0270619
pyclone	mS	5	0	3	0.126657
pyclone	mS	5	0	4	0.0
pyclone	mS	5	0	5	0.0
pyclone	mS	5	0	6	0.145517
pyclone	mS	5	1	0	0.0
pyclone	mS	5	1	1	0.0
pyclone	mS	5	1	2	0.0258936
pyclone	mS	5	1	3	0.085786
pyclone	mS	5	1	4	0.0
pyclone	mS	5	1	5	0.0
pyclone	mS	5	1	6	0.002097
pyclone	mS	5	2	0	0.0
pyclone	mS	5	2	1	0.0
pyclone	mS	5	2	2	0.0
pyclone	mS	5	2	3	0.0
pyclone	mS	5	2	4	0.0
pyclone	mS	5	2	5	0.097949
pyclone	mS	5	2	6	0.104146
pyclone	mS	5	3	0	0.0
pyclone	mS	5	3	1	0.021285
pyclone	mS	5	3	2	0.0
pyclone	mS	5	3	3	0.0
pyclone	mS	5	3	4	0.0640156
pyclone	mS	5	3	5	0.0
pyclone	mS	5	3	6	0.096864
pyclone	mS	5	4	0	0.103283
pyclone	mS	5	4	1	0.0
pyclone	mS	5	4	2	0.0
pyclone	mS	5	4	3	0.0
pyclone	mS	5	4	4	0.0
pyclone	mS	5	4	5	0.0
pyclone	mS	5	4	6	0.187648
pyclone	mS	5	5	0	0.0
pyclone	mS	5	5	1	0.0
pyclone	mS	5	5	2	0.109664
pyclone	mS	5	5	3	0.050496
pyclone	mS	5	5	4	0.0486413
pyclone	mS	5	5	5	0.0
pyclone	mS	5	5	6	0.109882
pyclone	mS	7	0	0	0.0
pyclone	mS	7	0	1	0.0
pyclone	mS	7	0	2	0.0
pyclone	mS	7	0	3	0.0
pyclone	mS	7	0	4	0.113372
pyclone	mS	7	0	5	0.250425
pyclone	mS	7	0	6	0.0
pyclone	mS	7	0	7	0.137418
pyclone	mS	7	1	0	0.0
pyclone	mS	7	1	1	0.0
pyclone	mS	7	1	2	0.0
pyclone	mS	7	1	3	0.0
pyclone	mS	7	1	4	0.095814
pyclone	mS	7	1	5	0.223667
pyclone	mS	7	1	6	0.0
pyclone	mS	7	1	7	0.073574
pyclone	mS	7	2	0	0.0
pyclone	mS	7	2	1	0.099027
pyclone	mS	7	2	2	0.0
pyclone	mS	7	2	3	0.0
pyclone	mS	7	2	4	0.0
pyclone	mS	7	2	5	0.0
pyclone	mS	7	2	6	0.0
pyclone	mS	7	2	7	0.115791
pyclone	mS	7	3	0	0.0
pyclone	mS	7	3	1	0.0
pyclone	mS	7	3	2	0.0
pyclone	mS	7	3	3	0.0
pyclone	mS	7	3	4	0.0
pyclone	mS	7	3	5	0.0
pyclone	mS	7	3	6	0.064543
pyclone	mS	7	3	7	0.045111
pyclone	mS	7	4	0	0.087923
pyclone	mS	7	4	1	0.0
pyclone	mS	7	4	2	0.0418508
pyclone	mS	7	4	3	0.0
pyclone	mS	7	4	4	0.0
pyclone	mS	7	4	5	0.0
pyclone	mS	7	4	6	0.0
pyclone	mS	7	4	7	0.165427
pyclone	mS	7	5	0	0.0
pyclone	mS	7	5	1	0.0
pyclone	mS	7	5	2	0.0526198
pyclone	mS	7	5	3	0.191774
pyclone	mS	7	5	4	0.084072
pyclone	mS	7	5	5	0.0
pyclone	mS	7	5	6	0.0
pyclone	mS	7	5	7	0.042107
pyclone	mS	8	0	0	0.0
pyclone	mS	8	0	1	0.0
pyclone	mS	8	0	2	0.046188
pyclone	mS	8	0	3	0.0
pyclone	mS	8	0	4	0.077603
pyclone	mS	8	0	5	0.0
pyclone	mS	8	0	6	0.084761
pyclone	mS	8	0	7	0.138912
pyclone	mS	8	1	0	0.0
pyclone	mS	8	1	1	0.0
pyclone	mS	8	1	2	0.050304
pyclone	mS	8	1	3	0.0
pyclone	mS	8	1	4	0.0922
pyclone	mS	8	1	5	0.0
pyclone	mS	8	1	6	0.0
pyclone	mS	8	1	7	0.134764
pyclone	mS	8	2	0	0.0
pyclone	mS	8	2	1	0.0
pyclone	mS	8	2	2	0.0
pyclone	mS	8	2	3	0.0
pyclone	mS	8	2	4	0.0
pyclone	mS	8	2	5	0.12862
pyclone	mS	8	2	6	0.0
pyclone	mS	8	2	7	0.144158
pyclone	mS	8	3	0	0.0
pyclone	mS	8	3	1	0.0
pyclone	mS	8	3	2	0.0
pyclone	mS	8	3	3	0.111961
pyclone	mS	8	3	4	0.0
pyclone	mS	8	3	5	0.0
pyclone	mS	8	3	6	0.0241438
pyclone	mS	8	3	7	0.187786
pyclone	mS	8	4	0	0.086759
pyclone	mS	8	4	1	0.0
pyclone	mS	8	4	2	0.0
pyclone	mS	8	4	3	0.0
pyclone	mS	8	4	4	0.0
pyclone	mS	8	4	5	0.0
pyclone	mS	8	4	6	0.0
pyclone	mS	8	4	7	0.155936
pyclone	mS	8	5	0	0.0
pyclone	mS	8	5	1	0.107072
pyclone	mS	8	5	2	0.0
pyclone	mS	8	5	3	0.0
pyclone	mS	8	5	4	0.037363
pyclone	mS	8	5	5	0.0
pyclone	mS	8	5	6	0.0
pyclone	mS	8	5	7	0.201184
pyclone	mS	9	0	0	0.0
pyclone	mS	9	0	1	0.084134
pyclone	mS	9	0	2	0.0
pyclone	mS	9	0	3	0.120266
pyclone	mS	9	0	4	0.0
pyclone	mS	9	1	0	0.0
pyclone	mS	9	1	1	0.0983907
pyclone	mS	9	1	2	0.0
pyclone	mS	9	1	3	0.078417
pyclone	mS	9	1	4	0.0
pyclone	mS	9	2	0	0.0
pyclone	mS	9	2	1	0.0
pyclone	mS	9	2	2	0.0
pyclone	mS	9	2	3	0.182058
pyclone	mS	9	2	4	0.0
pyclone	mS	9	3	0	0.089391
pyclone	mS	9	3	1	0.0
pyclone	mS	9	3	2	0.0
pyclone	mS	9	3	3	0.163285
pyclone	mS	9	3	4	0.0
pyclone	mS	9	4	0	0.0
pyclone	mS	9	4	1	0.0868676
pyclone	mS	9	4	2	0.029567
pyclone	mS	9	4	3	0.078138
pyclone	mS	9	4	4	0.0
pyclone	mS	9	5	0	0.095696
pyclone	mS	9	5	1	0.0
pyclone	mS	9	5	2	0.0
pyclone	mS	9	5	3	0.158781
pyclone	mS	9	5	4	0.174241
pyclone	R	1140	0	0	0.025927
pyclone	R	1140	0	1	0.0
pyclone	R	1140	0	2	0.0
pyclone	R	1140	0	3	0.215754
pyclone	R	1140	0	4	0.0541197
pyclone	R	1140	0	5	0.250567
pyclone	R	1140	0	6	0.0
pyclone	R	1140	1	0	0.099209
pyclone	R	1140	1	1	0.0
pyclone	R	1140	1	2	0.0
pyclone	R	1140	1	3	0.0
pyclone	R	1140	1	4	0.058522
pyclone	R	1140	1	5	0.148378
pyclone	R	1140	1	6	0.0
pyclone	R	1140	2	0	0.064805
pyclone	R	1140	2	1	0.0
pyclone	R	1140	2	2	0.0
pyclone	R	1140	2	3	0.177608
pyclone	R	1140	2	4	0.0
pyclone	R	1140	2	5	0.202142
pyclone	R	1140	2	6	0.0
pyclone	R	1140	3	0	0.056376
pyclone	R	1140	3	1	0.160141
pyclone	R	1140	3	2	0.0
pyclone	R	1140	3	3	0.0
pyclone	R	1140	3	4	0.0
pyclone	R	1140	3	5	0.21125
pyclone	R	1140	3	6	0.0
pyclone	R	1140	4	0	0.055417
pyclone	R	1140	4	1	0.0
pyclone	R	1140	4	2	0.0
pyclone	R	1140	4	3	0.207098
pyclone	R	1140	4	4	0.0
pyclone	R	1140	4	5	0.115791
pyclone	R	1140	4	6	0.213771
pyclone	R	1140	5	0	0.049464
pyclone	R	1140	5	1	0.0
pyclone	R	1140	5	2	0.151209
pyclone	R	1140	5	3	0.0
pyclone	R	1140	5	4	0.0
pyclone	R	1140	5	5	0.18901
pyclone	R	1140	5	6	0.0
pyclone	R	17	0	0	0.0
pyclone	R	17	0	1	0.0
pyclone	R	17	0	2	0.0
pyclone	R	17	0	3	0.11722
pyclone	R	17	0	4	0.0165584
pyclone	R	17	0	5	0.13898
pyclone	R	17	0	6	0.0
pyclone	R	17	0	7	0.141137
pyclone	R	17	0	8	0.176249
pyclone	R	17	1	0	0.0
pyclone	R	17	1	1	0.0
pyclone	R	17	1	2	0.0
pyclone	R	17	1	3	0.12426
pyclone	R	17	1	4	0.0
pyclone	R	17	1	5	0.161966
pyclone	R	17	1	6	0.0
pyclone	R	17	1	7	0.165826
pyclone	R	17	1	8	0.17172
pyclone	R	17	2	0	0.0
pyclone	R	17	2	1	0.0
pyclone	R	17	2	2	0.0
pyclone	R	17	2	3	0.123097
pyclone	R	17	2	4	0.0
pyclone	R	17	2	5	0.0
pyclone	R	17	2	6	0.0
pyclone	R	17	2	7	0.178693
pyclone	R	17	2	8	0.052578
pyclone	R	17	3	0	0.0
pyclone	R	17	3	1	0.0
pyclone	R	17	3	2	0.069518
pyclone	R	17	3	3	0.109246
pyclone	R	17	3	4	0.0
pyclone	R	17	3	5	0.0
pyclone	R	17	3	6	0.0
pyclone	R	17	3	7	0.181829
pyclone	R	17	3	8	0.088654
pyclone	R	17	4	0	0.0
pyclone	R	17	4	1	0.060319
pyclone	R	17	4	2	0.0
pyclone	R	17	4	3	0.136247
pyclone	R	17	4	4	0.0
pyclone	R	17	4	5	0.0
pyclone	R	17	4	6	0.0
pyclone	R	17	4	7	0.063448
pyclone	R	17	4	8	0.091515
pyclone	R	17	5	0	0.097266
pyclone	R	17	5	1	0.0
pyclone	R	17	5	2	0.0
pyclone	R	17	5	3	0.0
pyclone	R	17	5	4	0.039763
pyclone	R	17	5	5	0.0
pyclone	R	17	5	6	0.0
pyclone	R	17	5	7	0.149997
pyclone	R	17	5	8	0.0
pyclone	R	17	6	0	0.0
pyclone	R	17	6	1	0.0
pyclone	R	17	6	2	0.0
pyclone	R	17	6	3	0.050889
pyclone	R	17	6	4	0.0
pyclone	R	17	6	5	0.0
pyclone	R	17	6	6	0.038265
pyclone	R	17	6	7	0.014031
pyclone	R	17	6	8	0.174021
pyclone	R	2155	0	0	0.0448815
pyclone	R	2155	0	1	0.0541184
pyclone	R	2155	0	2	0.0
pyclone	R	2155	0	3	0.0
pyclone	R	2155	0	4	0.0388882
pyclone	R	2155	0	5	0.0
pyclone	R	2155	0	6	0.0
pyclone	R	2155	0	7	0.095845
pyclone	R	2155	0	8	0.0691797
pyclone	R	2155	1	0	0.0
pyclone	R	2155	1	1	0.0
pyclone	R	2155	1	2	0.0
pyclone	R	2155	1	3	0.0
pyclone	R	2155	1	4	0.0
pyclone	R	2155	1	5	0.0
pyclone	R	2155	1	6	0.0
pyclone	R	2155	1	7	0.046994
pyclone	R	2155	1	8	0.0
pyclone	R	2155	2	0	0.0
pyclone	R	2155	2	1	0.112066
pyclone	R	2155	2	2	0.0
pyclone	R	2155	2	3	0.0
pyclone	R	2155	2	4	0.0335488
pyclone	R	2155	2	5	0.0
pyclone	R	2155	2	6	0.0
pyclone	R	2155	2	7	0.030714
pyclone	R	2155	2	8	0.107897
pyclone	R	2155	3	0	0.0
pyclone	R	2155	3	1	0.0
pyclone	R	2155	3	2	0.098894
pyclone	R	2155	3	3	0.0
pyclone	R	2155	3	4	0.0
pyclone	R	2155	3	5	0.0
pyclone	R	2155	3	6	0.0
pyclone	R	2155	3	7	0.136086
pyclone	R	2155	3	8	0.063247
pyclone	R	2155	4	0	0.091574
pyclone	R	2155	4	1	0.059905
pyclone	R	2155	4	2	0.0
pyclone	R	2155	4	3	0.173446
pyclone	R	2155	4	4	0.0
pyclone	R	2155	4	5	0.0
pyclone	R	2155	4	6	0.0
pyclone	R	2155	4	7	0.161272
pyclone	R	2155	4	8	0.107731
pyclone	R	2155	5	0	0.0
pyclone	R	2155	5	1	0.028224
pyclone	R	2155	5	2	0.0
pyclone	R	2155	5	3	0.0
pyclone	R	2155	5	4	0.0
pyclone	R	2155	5	5	0.188846
pyclone	R	2155	5	6	0.0
pyclone	R	2155	5	7	0.021726
pyclone	R	2155	5	8	0.097344
pyclone	R	2155	6	0	0.0
pyclone	R	2155	6	1	0.080097
pyclone	R	2155	6	2	0.0
pyclone	R	2155	6	3	0.0
pyclone	R	2155	6	4	0.0
pyclone	R	2155	6	5	0.0
pyclone	R	2155	6	6	0.050135
pyclone	R	2155	6	7	0.170244
pyclone	R	2155	6	8	0.123428
pyclone	R	2155	7	0	0.13504
pyclone	R	2155	7	1	0.101096
pyclone	R	2155	7	2	0.0
pyclone	R	2155	7	3	0.0
pyclone	R	2155	7	4	0.0
pyclone	R	2155	7	5	0.0
pyclone	R	2155	7	6	0.0
pyclone	R	2155	7	7	0.132199
pyclone	R	2155	7	8	0.082412
pyclone	R	247	0	0	0.0
pyclone	R	247	0	1	0.0
pyclone	R	247	0	2	0.0
pyclone	R	247	0	3	0.0
pyclone	R	247	0	4	0.0
pyclone	R	247	0	5	0.0
pyclone	R	247	0	6	0.0
pyclone	R	247	0	7	0.136791
pyclone	R	247	0	8	0.0
pyclone	R	247	1	0	0.0
pyclone	R	247	1	1	0.0
pyclone	R	247	1	2	0.0607889
pyclone	R	247	1	3	0.0
pyclone	R	247	1	4	0.0
pyclone	R	247	1	5	0.0
pyclone	R	247	1	6	0.111598
pyclone	R	247	1	7	0.0
pyclone	R	247	1	8	0.136407
pyclone	R	247	2	0	0.070554
pyclone	R	247	2	1	0.0
pyclone	R	247	2	2	0.0
pyclone	R	247	2	3	0.0
pyclone	R	247	2	4	0.0
pyclone	R	247	2	5	0.0
pyclone	R	247	2	6	0.159737
pyclone	R	247	2	7	0.116743
pyclone	R	247	2	8	0.115056
pyclone	R	247	3	0	0.0
pyclone	R	247	3	1	0.0
pyclone	R	247	3	2	0.0
pyclone	R	247	3	3	0.0
pyclone	R	247	3	4	0.0
pyclone	R	247	3	5	0.085001
pyclone	R	247	3	6	0.0
pyclone	R	247	3	7	0.031151
pyclone	R	247	3	8	0.0
pyclone	R	247	4	0	0.0
pyclone	R	247	4	1	0.0
pyclone	R	247	4	2	0.0502601
pyclone	R	247	4	3	0.083319
